STT,Trường,Mã ngành,Tên ngành,Tổ hợp,Điểm chuẩn ĐGNL HCM 2025,Phương thức,Ghi chú
169,Trường Đại Học Bách Khoa HCM,114,Hoá - Thực phẩm - Sinh học,B00; A00; D07; X10; X12; X11; B08,75.43,Điểm xét tuyển kết hợp,Combined (Tích hợp ĐGNL+THPT+GPA)
170,Trường Đại Học Bách Khoa HCM,146,Khoa học Dữ liệu,A00; A01; X06; X07,83.85,Điểm xét tuyển kết hợp,Combined (Tích hợp ĐGNL+THPT+GPA)
171,Trường Đại Học Bách Khoa HCM,206,Khoa học Máy tính,A00; A01; X06; X07; X08,83.74,Điểm xét tuyển kết hợp,Combined (Tích hợp ĐGNL+THPT+GPA)
172,Trường Đại Học Bách Khoa HCM,106,Khoa học Máy tính,A00; A01; X06; X07; X08,85.41,Điểm xét tuyển kết hợp,Combined (Tích hợp ĐGNL+THPT+GPA)
173,Trường Đại Học Bách Khoa HCM,266,Khoa học Máy tính,A00; A01; X06; X07; X08,77.05,Điểm xét tuyển kết hợp,Combined (Tích hợp ĐGNL+THPT+GPA)
174,Trường Đại Học Bách Khoa HCM,306,"Khoa học Máy tính | Úc, New Zealand, Mỹ",A00; A01; X06; X07,72.9,Điểm xét tuyển kết hợp,Combined (Tích hợp ĐGNL+THPT+GPA)
175,Trường Đại Học Bách Khoa HCM,253,Kinh doanh số (Ngành mới),A00; X06; A01; X08; X07; D01; D07; X26; X27; X28,59.06,Điểm xét tuyển kết hợp,Combined (Tích hợp ĐGNL+THPT+GPA)
176,Trường Đại Học Bách Khoa HCM,255,Kinh tế Tuần hoàn (Ngành mới),A00; A01; X08; X07; B00; D07; X11; X12,64.38,Điểm xét tuyển kết hợp,Combined (Tích hợp ĐGNL+THPT+GPA)
177,Trường Đại Học Bách Khoa HCM,148,Kinh tế Xây dựng,A00; A01; X06; X07,55.72,Điểm xét tuyển kết hợp,Combined (Tích hợp ĐGNL+THPT+GPA)
178,Trường Đại Học Bách Khoa HCM,117,Kiến Trúc,A01; X08; X07; D01; X03; X04,67.42,Điểm xét tuyển kết hợp,Combined (Tích hợp ĐGNL+THPT+GPA)
179,Trường Đại Học Bách Khoa HCM,217,Kiến trúc Cảnh quan (Chuyên ngành của kiến trúc),A01; X08; X07; D01; X03; X04,55.45,Điểm xét tuyển kết hợp,Combined (Tích hợp ĐGNL+THPT+GPA)
180,Trường Đại Học Bách Khoa HCM,109,Kỹ Thuật Cơ khí,A00; A01; X06; X07,75.43,Điểm xét tuyển kết hợp,Combined (Tích hợp ĐGNL+THPT+GPA)
181,Trường Đại Học Bách Khoa HCM,110,Kỹ Thuật Cơ Điện tử,A00; A01; X06; X07; X08,81.82,Điểm xét tuyển kết hợp,Combined (Tích hợp ĐGNL+THPT+GPA)
182,Trường Đại Học Bách Khoa HCM,209,Kỹ thuật Cơ khí,A00; A01; X06; X07,74.3,Điểm xét tuyển kết hợp,Combined (Tích hợp ĐGNL+THPT+GPA)
183,Trường Đại Học Bách Khoa HCM,309,"Kỹ thuật Cơ khí | Mỹ, Úc",A00; A01; X06; X07,74.3,Điểm xét tuyển kết hợp,Combined (Tích hợp ĐGNL+THPT+GPA)
184,Trường Đại Học Bách Khoa HCM,210,Kỹ thuật Cơ Điện tử,A00; A01; X06; X07,78.44,Điểm xét tuyển kết hợp,Combined (Tích hợp ĐGNL+THPT+GPA)
185,Trường Đại Học Bách Khoa HCM,310,"Kỹ thuật Cơ Điện tử | Mỹ, Úc",A00; A01; X06; X07,78.44,Điểm xét tuyển kết hợp,Combined (Tích hợp ĐGNL+THPT+GPA)
186,Trường Đại Học Bách Khoa HCM,220,Kỹ thuật Dầu khí,A00; A01; X07,60.25,Điểm xét tuyển kết hợp,Combined (Tích hợp ĐGNL+THPT+GPA)
187,Trường Đại Học Bách Khoa HCM,245,Kỹ thuật Hàng không,A00; A01; X06; X07,78.79,Điểm xét tuyển kết hợp,Combined (Tích hợp ĐGNL+THPT+GPA)
188,Trường Đại Học Bách Khoa HCM,345,Kỹ thuật Hàng không | Úc,A00; A01; X06; X07,78.79,Điểm xét tuyển kết hợp,Combined (Tích hợp ĐGNL+THPT+GPA)
189,Trường Đại Học Bách Khoa HCM,214,Kỹ thuật Hóa học,B00; A00; D07; X10; X12; X11; B08,63.3,Điểm xét tuyển kết hợp,Combined (Tích hợp ĐGNL+THPT+GPA)
190,Trường Đại Học Bách Khoa HCM,314,Kỹ thuật Hóa học | Úc,A00; B00; B08; D07; X10; X11,63.3,Điểm xét tuyển kết hợp,Combined (Tích hợp ĐGNL+THPT+GPA)
191,Trường Đại Học Bách Khoa HCM,107,Kỹ thuật Máy tính,A00; A01; X06; X07; X08,82.91,Điểm xét tuyển kết hợp,Combined (Tích hợp ĐGNL+THPT+GPA)
192,Trường Đại Học Bách Khoa HCM,207,Kỹ thuật Máy tính,A00; A01; X06; X07; X08,78.66,Điểm xét tuyển kết hợp,Combined (Tích hợp ĐGNL+THPT+GPA)
193,Trường Đại Học Bách Khoa HCM,307,"Kỹ thuật Máy tính | Úc, New Zealand",A00; A01; X06; X07,67.68,Điểm xét tuyển kết hợp,Combined (Tích hợp ĐGNL+THPT+GPA)
194,Trường Đại Học Bách Khoa HCM,325,"Kỹ thuật Môi trường, Quản lý Tài nguyên & Môi trường | Úc",A00; A01; B00; D07; X07; X11,55.46,Điểm xét tuyển kết hợp,Combined (Tích hợp ĐGNL+THPT+GPA)
195,Trường Đại Học Bách Khoa HCM,140,Kỹ thuật Nhiệt,A00; A01; X06; X07; X08,73.5,Điểm xét tuyển kết hợp,Combined (Tích hợp ĐGNL+THPT+GPA)
196,Trường Đại Học Bách Khoa HCM,211,Kỹ thuật Robot,A00; A01; X06; X07; X08,73.89,Điểm xét tuyển kết hợp,Combined (Tích hợp ĐGNL+THPT+GPA)
197,Trường Đại Học Bách Khoa HCM,129,Kỹ thuật Vật liệu,A00; A01; X07; X08; B00; D07; X11; X12,71.1,Điểm xét tuyển kết hợp,Combined (Tích hợp ĐGNL+THPT+GPA)
198,Trường Đại Học Bách Khoa HCM,229,Kỹ thuật Vật liệu,A00; A01; B00; D07; X07; X11,55.23,Điểm xét tuyển kết hợp,Combined (Tích hợp ĐGNL+THPT+GPA)
199,Trường Đại Học Bách Khoa HCM,315,Kỹ thuật Xây dựng | Úc,A00; A01; X06; X07,56.2,Điểm xét tuyển kết hợp,Combined (Tích hợp ĐGNL+THPT+GPA)
200,Trường Đại Học Bách Khoa HCM,237,Kỹ thuật Y sinh,A00; A02; A01; X06; X07; X08,64.74,Điểm xét tuyển kết hợp,Combined (Tích hợp ĐGNL+THPT+GPA)
201,Trường Đại Học Bách Khoa HCM,142,Kỹ thuật Ô tô,A00; A01; X06; X07,76.34,Điểm xét tuyển kết hợp,Combined (Tích hợp ĐGNL+THPT+GPA)
202,Trường Đại Học Bách Khoa HCM,242,Kỹ thuật Ô tô,A00; A01; X06; X07,69.49,Điểm xét tuyển kết hợp,Combined (Tích hợp ĐGNL+THPT+GPA)
203,Trường Đại Học Bách Khoa HCM,342,Kỹ thuật Ô tô | Úc,A00; A01; X06; X07,69.49,Điểm xét tuyển kết hợp,Combined (Tích hợp ĐGNL+THPT+GPA)
204,Trường Đại Học Bách Khoa HCM,208,Kỹ thuật Điện - Điện tử,A00; A01; X06; X07; X08,79.5,Điểm xét tuyển kết hợp,Combined (Tích hợp ĐGNL+THPT+GPA)
205,Trường Đại Học Bách Khoa HCM,308,"Kỹ thuật Điện - Điện tử | Úc, Hàn Quốc",A00; A01; X06; X07,65.52,Điểm xét tuyển kết hợp,Combined (Tích hợp ĐGNL+THPT+GPA)
206,Trường Đại Học Bách Khoa HCM,128,Logistics và Hệ thống Công nghiệp,A00; A01; X06; X60; X61,80.52,Điểm xét tuyển kết hợp,Combined (Tích hợp ĐGNL+THPT+GPA)
207,Trường Đại Học Bách Khoa HCM,228,Logistics và Hệ thống Công nghiệp,A00; X06; A01; X08; X07,73.05,Điểm xét tuyển kết hợp,Combined (Tích hợp ĐGNL+THPT+GPA)
208,Trường Đại Học Bách Khoa HCM,257,Năng lượng Tái tạo (Ngành mới),A00; A01; X06; X07; X08,58.07,Điểm xét tuyển kết hợp,Combined (Tích hợp ĐGNL+THPT+GPA)
209,Trường Đại Học Bách Khoa HCM,123,Quản lý Công nghiệp,A00; A01; X06; X07; X08; D01; D07; X26; X27; X28,75.98,Điểm xét tuyển kết hợp,Combined (Tích hợp ĐGNL+THPT+GPA)
210,Trường Đại Học Bách Khoa HCM,223,Quản lý Công nghiệp,A00; X06; A01; X08; X07; D01; D07; X26; X27; X28,61.08,Điểm xét tuyển kết hợp,Combined (Tích hợp ĐGNL+THPT+GPA)
211,Trường Đại Học Bách Khoa HCM,323,Quản lý Công nghiệp | Úc,A00; A01; D01; D07; X06; X07; X26; X27,61.08,Điểm xét tuyển kết hợp,Combined (Tích hợp ĐGNL+THPT+GPA)
212,Trường Đại Học Bách Khoa HCM,215,Quản lý Dự án Xây dựng và Kỹ thuật Xây dựng,A00; A01; X06; X07; X08,56.2,Điểm xét tuyển kết hợp,Combined (Tích hợp ĐGNL+THPT+GPA)
213,Trường Đại Học Bách Khoa HCM,153,Quản trị Kinh doanh (Ngành mới),A00; A01; X06; X07; X08; D01; D07; X26; X27,71.24,Điểm xét tuyển kết hợp,Combined (Tích hợp ĐGNL+THPT+GPA)
214,Trường Đại Học Bách Khoa HCM,258,Thiết kế Vi mạch (Ngành mới),A00; A01; X06; X07,83.09,Điểm xét tuyển kết hợp,Combined (Tích hợp ĐGNL+THPT+GPA)
215,Trường Đại Học Bách Khoa HCM,406,Trí tuệ Nhân tạo | ĐH Công nghệ Sydney (Úc) cấp bằng,A00; A01; X06; X07; X08,65.5,Điểm xét tuyển kết hợp,Combined (Tích hợp ĐGNL+THPT+GPA)
216,Trường Đại Học Bách Khoa HCM,125,Tài nguyên và Môi trường,A00; A01; X07; X08; B00; D07; X11; X12,60.93,Điểm xét tuyển kết hợp,Combined (Tích hợp ĐGNL+THPT+GPA)
217,Trường Đại Học Bách Khoa HCM,225,Tài nguyên và Môi trường,A00; A01; X08; X07; B00; D07; X11; X12,55.46,Điểm xét tuyển kết hợp,Combined (Tích hợp ĐGNL+THPT+GPA)
218,Trường Đại Học Bách Khoa HCM,137,Vật lý Kỹ thuật,A02; A00; A01; X06; X07; X08,76.61,Điểm xét tuyển kết hợp,Combined (Tích hợp ĐGNL+THPT+GPA)
219,Trường Đại Học Bách Khoa HCM,115,Xây dựng và Quản lý Dự án Xây dựng,A00; A01; X06; X07; X08,55.05,Điểm xét tuyển kết hợp,Combined (Tích hợp ĐGNL+THPT+GPA)
220,Trường Đại Học Bách Khoa HCM,108,Điện - Điện tử - Viễn Thông - Tự động hoá - Thiết kế vi mạch,A00; A01; X06; X07; X08,80.77,Điểm xét tuyển kết hợp,Combined (Tích hợp ĐGNL+THPT+GPA)
221,Trường Đại Học Bách Khoa HCM,147,Địa Kỹ thuật Xây dựng,A00; A01; X07,55.06,Điểm xét tuyển kết hợp,Combined (Tích hợp ĐGNL+THPT+GPA)
222,Trường Đại Học Bình Dương,7510102,Công nghệ kỹ thuật công trình xây dựng,A00; C01; C03; C04; C14; D01,600,Điểm ĐGNL HCM,ĐGNL HCM
223,Trường Đại Học Bình Dương,7510205,Công nghệ kỹ thuật ô tô,A00; C01; C03; C04; C14; D01,600,Điểm ĐGNL HCM,ĐGNL HCM
224,Trường Đại Học Bình Dương,7510301,"Công nghệ kỹ thuật điện, điện tử",A00; C01; C03; C04; C14; D01,600,Điểm ĐGNL HCM,ĐGNL HCM
225,Trường Đại Học Bình Dương,7480201,Công nghệ thông tin,A00; C01; C03; C04; C14; D01,600,Điểm ĐGNL HCM,ĐGNL HCM
226,Trường Đại Học Bình Dương,7540101,Công nghệ thực phẩm,A00; B00; B03; C02; C14; D01,600,Điểm ĐGNL HCM,ĐGNL HCM
227,Trường Đại Học Bình Dương,7310614,Hàn Quốc học,A01; C00; D01; D14; D15; D66,600,Điểm ĐGNL HCM,ĐGNL HCM
228,Trường Đại Học Bình Dương,7720203,Hóa dược,A00; B00; B03; C02; C08; D07,600,Điểm ĐGNL HCM,ĐGNL HCM
229,Trường Đại Học Bình Dương,7580101,Kiến trúc,A00; C01; C03; C04; C14; D01,600,Điểm ĐGNL HCM,ĐGNL HCM
230,Trường Đại Học Bình Dương,7340301,Kế toán,A00; C01; C03; C04; C14; D01,600,Điểm ĐGNL HCM,ĐGNL HCM
231,Trường Đại Học Bình Dương,7510605,Logistics và Quản lý chuỗi cung ứng,A00; A01; C01; C14; D01; D66,600,Điểm ĐGNL HCM,ĐGNL HCM
232,Trường Đại Học Bình Dương,7380101,Luật,A00; C00; C03; C04; C14; D01,600,Điểm ĐGNL HCM,ĐGNL HCM
233,Trường Đại Học Bình Dương,7380107,Luật kinh tế,A00; C00; C03; C04; C14; D01,600,Điểm ĐGNL HCM,ĐGNL HCM
234,Trường Đại Học Bình Dương,7220201,Ngôn ngữ Anh,A01; D01; D07; D14; D15; D66,600,Điểm ĐGNL HCM,ĐGNL HCM
235,Trường Đại Học Bình Dương,7310615,Nhật Bản học,A01; C00; D01; D14; D15; D66,600,Điểm ĐGNL HCM,ĐGNL HCM
236,Trường Đại Học Bình Dương,7340101,Quản trị kinh doanh,A00; C01; C03; C04; C14; D01,600,Điểm ĐGNL HCM,ĐGNL HCM
237,Trường Đại Học Bình Dương,7340201,Tài chính - Ngân hàng,A00; C01; C03; C04; C14; D01,600,Điểm ĐGNL HCM,ĐGNL HCM
238,Trường Đại Học Bình Dương,7310301,Xã hội học,A00; C01; C03; C04; C14; D01,600,Điểm ĐGNL HCM,ĐGNL HCM
239,Trường Đại Học Bạc Liêu,7620112,Bảo vệ thực vật,None,550,Điểm ĐGNL HCM,ĐGNL HCM
240,Trường Đại Học Bạc Liêu,7620105,Chăn nuôi,None,550,Điểm ĐGNL HCM,ĐGNL HCM
241,Trường Đại Học Bạc Liêu,7480201,Công nghệ thông tin,None,550,Điểm ĐGNL HCM,ĐGNL HCM
242,Trường Đại Học Bạc Liêu,7140202,Giáo dục tiểu học,None,874.67,Điểm ĐGNL HCM,ĐGNL HCM
243,Trường Đại Học Bạc Liêu,7440301,Khoa học môi trường,None,550,Điểm ĐGNL HCM,ĐGNL HCM
244,Trường Đại Học Bạc Liêu,7340301,Kế toán,None,550,Điểm ĐGNL HCM,ĐGNL HCM
245,Trường Đại Học Bạc Liêu,7220201,Ngôn ngữ Anh,None,550,Điểm ĐGNL HCM,ĐGNL HCM
246,Trường Đại Học Bạc Liêu,7620301,Nuôi trồng thực vật,None,550,Điểm ĐGNL HCM,ĐGNL HCM
247,Trường Đại Học Bạc Liêu,7340101,Quản trị kinh doanh,None,550,Điểm ĐGNL HCM,ĐGNL HCM
248,Trường Đại Học Bạc Liêu,7220101,Tiếng Việt và văn hóa Việt Nam,None,725,Điểm ĐGNL HCM,ĐGNL HCM
249,Trường Đại Học Bạc Liêu,7340201,Tài chính - Ngân hàng,None,550,Điểm ĐGNL HCM,ĐGNL HCM
250,Trường Đại Học Công Nghiệp TPHCM,7510202,Công nghệ chế tạo máy,None,846,Điểm ĐGNL HCM,ĐGNL HCM
251,Trường Đại Học Công Nghiệp TPHCM,7510202C,Công nghệ chế tạo máy (CT tăng cường TA),None,725,Điểm ĐGNL HCM,ĐGNL HCM
252,Trường Đại Học Công Nghiệp TPHCM,7540204,"Công nghệ dệt, may",None,650,Điểm ĐGNL HCM,ĐGNL HCM
253,Trường Đại Học Công Nghiệp TPHCM,7510401,Công nghệ hóa học gồm 03 chuyên ngành: Công nghệ kỹ thuật hóa học; Kỹ thuật hóa phân tích; Hóa dược.,None,814,Điểm ĐGNL HCM,ĐGNL HCM
254,Trường Đại Học Công Nghiệp TPHCM,7510401C,Công nghệ hóa học gồm 03 chuyên ngành: Công nghệ kỹ thuật hóa học; Kỹ thuật hóa phân tích; Hóa dược. (CT tăng cường TA),None,683,Điểm ĐGNL HCM,ĐGNL HCM
255,Trường Đại Học Công Nghiệp TPHCM,7510201,Công nghệ kỹ thuật cơ khí,None,911,Điểm ĐGNL HCM,ĐGNL HCM
256,Trường Đại Học Công Nghiệp TPHCM,7510201C,Công nghệ kỹ thuật cơ khí (CT tăng cường TA),None,765,Điểm ĐGNL HCM,ĐGNL HCM
257,Trường Đại Học Công Nghiệp TPHCM,7510201,Công nghệ kỹ thuật cơ khí (Đào tạo tại Quảng Ngãi),None,600,Điểm ĐGNL HCM,ĐGNL HCM
258,Trường Đại Học Công Nghiệp TPHCM,7510203,Công nghệ kỹ thuật cơ điện tử,None,975,Điểm ĐGNL HCM,ĐGNL HCM
259,Trường Đại Học Công Nghiệp TPHCM,7510203C,Công nghệ kỹ thuật cơ điện tử (CT tăng cường TA),None,782,Điểm ĐGNL HCM,ĐGNL HCM
260,Trường Đại Học Công Nghiệp TPHCM,7510406,Công nghệ kỹ thuật môi trường,None,650,Điểm ĐGNL HCM,ĐGNL HCM
261,Trường Đại Học Công Nghiệp TPHCM,7510206C,Công nghệ kỹ thuật nhiệt (CT tăng cường TA),None,666,Điểm ĐGNL HCM,ĐGNL HCM
262,Trường Đại Học Công Nghiệp TPHCM,7510206,Công nghệ kỹ thuật nhiệt gồm 03 chuyên ngành: Công nghệ kỹ thuật nhiệt; Công nghệ kỹ thuật năng lượng; Quản lý năng lượng,None,731,Điểm ĐGNL HCM,ĐGNL HCM
263,Trường Đại Học Công Nghiệp TPHCM,7510205C,Công nghệ kỹ thuật ô tô (CT tăng cường TA),None,765,Điểm ĐGNL HCM,ĐGNL HCM
264,Trường Đại Học Công Nghiệp TPHCM,7510205,Công nghệ kỹ thuật ô tô (Đào tạo tại Quảng Ngãi),None,600,Điểm ĐGNL HCM,ĐGNL HCM
265,Trường Đại Học Công Nghiệp TPHCM,7510205,Công nghệ kỹ thuật ô tô gồm 02 chuyên ngành: Công nghệ kỹ thuật ô tô; Công nghệ kỹ thuật ô tô điện,None,878,Điểm ĐGNL HCM,ĐGNL HCM
266,Trường Đại Học Công Nghiệp TPHCM,7510302C,Công nghệ kỹ thuật điện tử - viễn thông gồm 02 chuyên ngành: Điện tử công nghiệp; Điện tử viễn thông (CT tăng cường TA),None,725,Điểm ĐGNL HCM,ĐGNL HCM
267,Trường Đại Học Công Nghiệp TPHCM,7510302,Công nghệ kỹ thuật điện tử - viễn thông gồm 03 chuyên ngành: Điện tử công nghiệp; Điện tử viễn thông; IOT và Trí tuệ nhân tạo ứng dụng,None,830,Điểm ĐGNL HCM,ĐGNL HCM
268,Trường Đại Học Công Nghiệp TPHCM,7510301,"Công nghệ kỹ thuật điện, điện tử (Đào tạo tại Quảng Ngãi)",None,600,Điểm ĐGNL HCM,ĐGNL HCM
269,Trường Đại Học Công Nghiệp TPHCM,7510301C,"Công nghệ kỹ thuật điện, điện tử gồm 02 chuyên ngành: Công nghệ kỹ thuật điện, điện tử; Năng lượng tái tạo (CT tăng cường TA)",None,749,Điểm ĐGNL HCM,ĐGNL HCM
270,Trường Đại Học Công Nghiệp TPHCM,7510301,"Công nghệ kỹ thuật điện, điện tử gồm 03 chuyên ngành: Công nghệ kỹ thuật điện, điện tử; Năng lượng tái tạo; Điện hạt nhân",None,894,Điểm ĐGNL HCM,ĐGNL HCM
271,Trường Đại Học Công Nghiệp TPHCM,7420201,Công nghệ sinh học,None,737,Điểm ĐGNL HCM,ĐGNL HCM
272,Trường Đại Học Công Nghiệp TPHCM,7420201C,Công nghệ sinh học (CT tăng cường TA),None,650,Điểm ĐGNL HCM,ĐGNL HCM
273,Trường Đại Học Công Nghiệp TPHCM,7480201,Công nghệ thông tin (Đào tạo tại Quảng Ngãi),None,600,Điểm ĐGNL HCM,ĐGNL HCM
274,Trường Đại Học Công Nghiệp TPHCM,7540101,Công nghệ thực phẩm,None,713,Điểm ĐGNL HCM,ĐGNL HCM
275,Trường Đại Học Công Nghiệp TPHCM,7540101C,Công nghệ thực phẩm (CT tăng cường TA),None,600,Điểm ĐGNL HCM,ĐGNL HCM
276,Trường Đại Học Công Nghiệp TPHCM,7720497,Dinh dưỡng và Khoa học thực phẩm,None,650,Điểm ĐGNL HCM,ĐGNL HCM
277,Trường Đại Học Công Nghiệp TPHCM,7720201,Dược học,None,798,Điểm ĐGNL HCM,ĐGNL HCM
278,Trường Đại Học Công Nghiệp TPHCM,7340120,Kinh doanh quốc tế,None,878,Điểm ĐGNL HCM,ĐGNL HCM
279,Trường Đại Học Công Nghiệp TPHCM,7340120C,Kinh doanh quốc tế (CT tăng cường TA),None,749,Điểm ĐGNL HCM,ĐGNL HCM
280,Trường Đại Học Công Nghiệp TPHCM,7340302,Kiểm toán,None,737,Điểm ĐGNL HCM,ĐGNL HCM
281,Trường Đại Học Công Nghiệp TPHCM,7340302C,Kiểm toán (CT tăng cường TA),None,600,Điểm ĐGNL HCM,ĐGNL HCM
282,Trường Đại Học Công Nghiệp TPHCM,7340302Q,Kiểm toán tích hợp chứng chỉ quốc tế CFAB của Viện Kế toán Công chứng Anh và xứ Wales (ICAEW),None,600,Điểm ĐGNL HCM,ĐGNL HCM
283,Trường Đại Học Công Nghiệp TPHCM,7340301,Kế toán,None,743,Điểm ĐGNL HCM,ĐGNL HCM
284,Trường Đại Học Công Nghiệp TPHCM,7340301C,Kế toán (CT tăng cường TA),None,600,Điểm ĐGNL HCM,ĐGNL HCM
285,Trường Đại Học Công Nghiệp TPHCM,7340301,Kế toán (Đào tạo tại Quảng Ngãi),None,600,Điểm ĐGNL HCM,ĐGNL HCM
286,Trường Đại Học Công Nghiệp TPHCM,7340301Q,Kế toán tích hợp chứng chỉ quốc tế Advanced Diploma in Accounting & Business của Hiệp hội Kế toán công chứng Anh (ACCA),None,600,Điểm ĐGNL HCM,ĐGNL HCM
287,Trường Đại Học Công Nghiệp TPHCM,7480108,Kỹ thuật máy tính gồm 02 chuyên ngành: Công nghệ kỹ thuật máy tính; Kỹ thuật thiết kế vi mạch,None,814,Điểm ĐGNL HCM,ĐGNL HCM
288,Trường Đại Học Công Nghiệp TPHCM,7480108C,Kỹ thuật máy tính gồm 02 chuyên ngành: Công nghệ kỹ thuật máy tính; Kỹ thuật thiết kế vi mạch (CT tăng cường TA),None,743,Điểm ĐGNL HCM,ĐGNL HCM
289,Trường Đại Học Công Nghiệp TPHCM,7580201,Kỹ thuật xây dựng,None,737,Điểm ĐGNL HCM,ĐGNL HCM
290,Trường Đại Học Công Nghiệp TPHCM,7580205,Kỹ thuật xây dựng công trình giao thông,None,666,Điểm ĐGNL HCM,ĐGNL HCM
291,Trường Đại Học Công Nghiệp TPHCM,7380107,Luật kinh tế,None,894,Điểm ĐGNL HCM,ĐGNL HCM
292,Trường Đại Học Công Nghiệp TPHCM,7380107C,Luật kinh tế (CT tăng cường TA),None,782,Điểm ĐGNL HCM,ĐGNL HCM
293,Trường Đại Học Công Nghiệp TPHCM,7380108,Luật quốc tế,None,846,Điểm ĐGNL HCM,ĐGNL HCM
294,Trường Đại Học Công Nghiệp TPHCM,7380108C,Luật quốc tế (CT tăng cường TA),None,683,Điểm ĐGNL HCM,ĐGNL HCM
295,Trường Đại Học Công Nghiệp TPHCM,7340115,Marketing gồm 02 chuyên ngành: Marketing; Digital Marketing,None,943,Điểm ĐGNL HCM,ĐGNL HCM
